,0,1,2,3
0,nicolasnova,2023-02-14 20:42:50+00:00,https://twitter.com/nicolasnova/status/1625596448480940032,"""This article is an alternative reading of Philippe Descola’s ontological scheme, arguing that animism, totemism, and analogism are but three forms of animism, namely communal, segmentary, and hierarchical""

https://t.co/5cTKlvMpdC"
1,nicolasnova,2023-02-13 21:15:04+00:00,https://twitter.com/nicolasnova/status/1625242175968538625,"@Benjamin_Pradel ""la direction"""
2,nicolasnova,2023-02-13 21:10:55+00:00,https://twitter.com/nicolasnova/status/1625241128680280064,"OH: ""ChatGPT is lying flat"""
3,nicolasnova,2023-02-12 19:24:44+00:00,https://twitter.com/nicolasnova/status/1624852017842647048,@aka_me @tinastsh @reichenstein @skynebula maybe https://t.co/3CJMD2AqoG and  https://t.co/86oHAhXEls as well as https://t.co/VW1ZEFNUte
4,nicolasnova,2023-02-11 20:47:01+00:00,https://twitter.com/nicolasnova/status/1624510338870771721,@jeanfranbert de quoi faire naître l'observateur
5,nicolasnova,2023-02-10 18:46:32+00:00,https://twitter.com/nicolasnova/status/1624117629605511170,@feraldata @darthjulian I'm glad the manual reached your bookfairy pile!
6,nicolasnova,2023-02-09 07:56:19+00:00,https://twitter.com/nicolasnova/status/1623591608661819393,"Today's idiom: ""CGI kiss""

""On the one hand, of course you can make two characters fake kiss with CGI. (...). But on the other hand, it does feel a bit like cheating. ""

https://t.co/pOwqM77YJS"
7,nicolasnova,2023-02-08 07:28:11+00:00,https://twitter.com/nicolasnova/status/1623222141104582660,"""So it doesn’t have facts, per se. It just knows what word should come next."""
8,nicolasnova,2023-02-08 07:27:43+00:00,https://twitter.com/nicolasnova/status/1623222025094410240,"""a common misconception about large language models like ChatGPT and its older brethren GPT3 and GPT2: that they are some kind of “super Googles,” or digital versions of a reference librarian (...)  They don’t do any of that""

https://t.co/KC4FGXpXT0"
9,nicolasnova,2023-02-07 18:02:13+00:00,https://twitter.com/nicolasnova/status/1623019313853616128,"@bratton ""co-evolution"" à la Mauss/Leroi-Gourhan is a more apt notion"
10,nicolasnova,2023-02-07 10:52:34+00:00,https://twitter.com/nicolasnova/status/1622911191105372160,"""The Ukraine repair shop: where Russian tanks go to change sides""

https://t.co/yCupQz1TQ8"
11,nicolasnova,2023-02-07 10:50:09+00:00,https://twitter.com/nicolasnova/status/1622910579584139265,@tobias_revell @danmcquillan voilà https://t.co/icbcXzxDP7
12,nicolasnova,2023-02-06 15:24:15+00:00,https://twitter.com/nicolasnova/status/1622617172517191683,@clemsos totally!
13,nicolasnova,2023-02-06 14:31:00+00:00,https://twitter.com/nicolasnova/status/1622603773477625856,"Exercices d’observation (@PParallele, 2022)
Revue ISSUE: Entretien avec Nicolas Nova par Julie Enckell Julliard @HEADGENEVE

https://t.co/OdhRBCYQtQ"
14,nicolasnova,2023-02-06 14:28:22+00:00,https://twitter.com/nicolasnova/status/1622603111482130432,"""... in the style of Studio Ghibli"""
15,nicolasnova,2023-02-06 13:44:56+00:00,https://twitter.com/nicolasnova/status/1622592178961653760,"OH: ""OODA loop"""
16,nicolasnova,2023-02-06 13:30:46+00:00,https://twitter.com/nicolasnova/status/1622588613761413121,"Book Review: The Lab Book: Situated Practice in Media Studies
by Diana Lengua 

https://t.co/n0mRmGZHrF"
17,nicolasnova,2023-02-06 05:51:11+00:00,https://twitter.com/nicolasnova/status/1622472954918408193,"“Précisément, et ainsi que cela arrive toujours, du moment que l’on se fut décidé à poursuivre le monstre, le monstre ne reparut plus.”
Jules Verne, Vingt mille lieues sous les mers"
18,nicolasnova,2023-02-02 19:39:49+00:00,https://twitter.com/nicolasnova/status/1621231939125448710,"CALL FOR PAPERS DISEÑA # 23: Repairing Design: Damage, Care, and Fragility by Blanca Callen  and Melisa Duque Hurtado

https://t.co/aeP2HM5rZ9"
19,nicolasnova,2023-02-01 14:08:54+00:00,https://twitter.com/nicolasnova/status/1620786272989057026,"Nouveau numéro de Techniques &amp; Culture sur les rituels, avec notamment un papier sur le projet Curious Rituals !"
20,nicolasnova,2023-02-01 10:33:10+00:00,https://twitter.com/nicolasnova/status/1620731981498646530,"""Un manuel pour tenir son carnet d'écrivain ? Pourquoi pas""

Le carnet, 40 exercices pour le carnet d'écrivain par @fbon 

https://t.co/62WTJin9q2"
21,nicolasnova,2023-02-01 08:28:02+00:00,https://twitter.com/nicolasnova/status/1620700488206372864,@guyyeomans no problem on my end
22,nicolasnova,2023-01-31 18:23:00+00:00,https://twitter.com/nicolasnova/status/1620487829523505158,"Pourquoi les croyances n'intéressent-elles les anthropologues qu'au-delà de deux cents kilomètres ?
Pierre Lagrange (2012)

https://t.co/VMOsbN8fRy"
